Enh.chr,Enh.Midpoint,Gene.TSS,Pair,#HiC.interaction (astrocyte_cerebellum),#HiC.interaction (astrocyte_spinal),#HiC.interaction (NeuN+),#HiC.interaction (NeuN-)
16,3152952,2969270,Enh396_PAQR4,0,0,1,2
16,3152952,3611728,Enh396_DNASE1,3,0,1,2
16,3152952,2682379,Enh396_ERVK13-1,0,0,1,0
16,3152952,3401065,Enh396_ZSCAN32,8,4,1,0
16,3152952,2883213,Enh396_FLYWCH2,0,1,3,0
16,3152952,2752626,Enh396_SRRM2,1,0,1,0
16,3152952,3263800,Enh396_ZNF263,0,0,0,2
16,3152952,3065297,Enh396_IL32,20,2,2,0
16,3152952,3157483,Enh396_AC108134.2,2,1,18,25
16,3152952,2830169,Enh396_ZG16B,0,0,0,1
16,3152952,3024027,Enh396_THOC6,3,4,0,0
16,3152952,3024286,Enh396_HCFC1R1,3,4,0,0
16,3152952,3500976,Enh396_CLUAP1,4,2,4,1
16,3152952,2777297,Enh396_ELOB,0,1,1,0
16,3152952,3134882,Enh396_ZNF213-AS1,10,3,7,4
16,3152952,2980479,Enh396_PKMYT1,1,0,2,0
16,3152952,3236221,Enh396_ZNF200,0,0,2,0
16,3152952,2682523,Enh396_KCTD5,0,0,1,0
16,3152952,3129777,Enh396_ZNF213,19,13,11,3
16,3152952,3443649,Enh396_NAA60,0,0,1,0
16,3152952,2911937,Enh396_FLYWCH1,3,1,1,1
16,3152952,3305406,Enh396_ZNF75A,0,0,1,1
16,3152952,3305729,Enh396_TIGD7,0,0,1,1
16,3152952,3611606,Enh396_SLX4,3,0,1,2
16,3152952,3020071,Enh396_CLDN6,3,4,0,0
16,3152952,3018445,Enh396_TNFRSF12A,3,1,4,2
16,3152952,3112560,Enh396_ZNF205,4,3,5,3
16,3152952,3059370,Enh396_MMP25-AS1,8,1,1,2
16,8888403,8869012,Enh415_CARHSP1,0,0,5,7
16,8888403,8674596,Enh415_ABAT,0,0,1,3
16,8888403,8797642,Enh415_TMEM186,0,0,4,2
16,8888403,8964514,Enh415_USP7,4,1,3,1
16,8888403,9107174,Enh415_AC087190.1,0,0,3,0
16,8888403,8788823,Enh415_PMM2,2,0,2,2
16,8888403,8621683,Enh415_METTL22,1,1,3,4
16,8888403,9091644,Enh415_C16orf72,5,0,1,1
16,9047921,8797642,Enh416_TMEM186,1,0,0,3
16,9047921,8621683,Enh416_METTL22,3,0,1,0
16,9047921,9091644,Enh416_C16orf72,8,6,5,4
16,9047921,8674596,Enh416_ABAT,0,0,0,0
16,9047921,8964514,Enh416_USP7,5,7,1,9
16,9047921,8788823,Enh416_PMM2,1,1,0,1
16,9047921,8869012,Enh416_CARHSP1,0,0,2,2
16,9047921,9107174,Enh416_AC087190.1,0,0,3,1
16,9048506,8797642,Enh417_TMEM186,1,0,0,3
16,9048506,8621683,Enh417_METTL22,3,0,1,0
16,9048506,9107174,Enh417_AC087190.1,0,0,3,1
16,9048506,8869012,Enh417_CARHSP1,0,0,2,2
16,9048506,9091644,Enh417_C16orf72,8,6,5,4
16,9048506,8788823,Enh417_PMM2,1,1,0,1
16,9048506,8964514,Enh417_USP7,5,7,1,9
16,9048506,8674596,Enh417_ABAT,0,0,0,0
16,22195788,21953288,Enh392_UQCRC2,1,0,0,1
16,22195788,22479121,Enh392_NPIPB5,0,0,0,0
16,22195788,22437165,Enh392_CDR2,2,0,1,1
16,22195788,22206278,Enh392_EEF2K,11,4,18,18
16,22195788,22297375,Enh392_POLR3E,1,0,14,13
16,22195788,22342938,Enh392_AC092338.3,0,1,3,1
16,22195788,21880827,Enh392_NPIPB4,1,0,0,0
16,22195788,22007638,Enh392_MOSMO,0,1,3,2
16,28945722,28846348,Enh393_TUFM,4,4,9,0
16,28945722,28495575,Enh393_CLN3,0,0,1,1
16,28945722,28984826,Enh393_LAT,0,0,3,2
16,28945722,28846600,Enh393_SH2B1,4,4,9,0
16,28945722,28879920,Enh393_ATP2A1-AS1,9,3,3,2
16,28945722,28823035,Enh393_ATXN2L,2,0,5,2
16,28945722,28936526,Enh393_RABEP2,1,0,11,12
16,28945722,28553915,Enh393_SGF29,0,0,2,1
16,28945722,28950807,Enh393_NFATC2IP,4,3,28,15
16,28945722,28539174,Enh393_NUPR1,0,0,0,0
16,28945722,28688558,Enh393_EIF3C,0,0,0,0
16,28945722,28974221,Enh393_SPNS1,4,2,3,2
16,30634374,30658431,Enh394_FBRS,1,0,13,5
16,30634374,31095980,Enh394_VKORC1,1,1,0,2
16,30634374,30199228,Enh394_SULT1A3,0,0,0,0
16,30634374,30923055,Enh394_FBXL19,2,0,0,0
16,30634374,30194306,Enh394_BOLA2B,0,0,0,0
16,30634374,30923269,Enh394_FBXL19-AS1,2,0,0,0
16,30634374,31074240,Enh394_ZNF668,2,0,0,0
16,30634374,30445874,Enh394_SEPHS2,0,0,1,4
16,30634374,30875222,Enh394_MIR762HG,0,0,0,0
16,30634374,30748293,Enh394_PHKG2,0,0,2,1
16,30634374,30762221,Enh394_CCDC189,2,2,0,0
16,30634374,30787205,Enh394_ZNF629,0,0,2,0
16,30634374,30698209,Enh394_SRCAP,0,0,4,2
16,30634374,30430030,Enh394_DCTPP1,2,0,2,2
16,30634374,30761745,Enh394_RNF40,2,2,0,0
16,30634374,30957754,Enh394_SETD1A,0,0,0,0
16,30634374,30624012,Enh394_ZNF689,0,0,16,12
16,30634374,30378106,Enh394_ZNF48,5,1,2,2
16,30634374,30896607,Enh394_CTF1,0,0,3,0
16,30634374,30526821,Enh394_ZNF768,0,0,6,5
16,30634374,30650717,Enh394_PRR14,28,11,11,13
16,30634374,30572734,Enh394_ZNF688,7,5,9,1
16,30634374,30395991,Enh394_SEPTIN1,6,2,0,3
16,30634374,31010638,Enh394_STX1B,0,0,1,0
16,30634374,30355308,Enh394_CD2BP2,1,1,0,0
16,30634374,30894960,Enh394_BCL7C,3,1,3,0
16,30634374,31106107,Enh394_BCKDK,1,0,1,0
16,30634374,31114489,Enh394_KAT8,0,1,1,0
16,30634374,30370494,Enh394_TBC1D10B,1,0,0,2
16,30634374,30370934,Enh394_MYLPF,1,0,0,2
16,30634374,31122235,Enh394_AC135050.6,1,1,0,0
16,30634374,30558498,Enh394_ZNF764,0,0,3,1
16,30634374,31074422,Enh394_ZNF646,2,0,0,0
16,30634374,30949068,Enh394_ORAI3,0,1,0,0
16,30634374,30535347,Enh394_ZNF747,0,0,3,2
16,30634374,30740642,Enh394_TMEM265,2,3,2,1
16,30634374,30407414,Enh394_ZNF771,1,3,2,1
16,30634374,30985207,Enh394_HSD3B7,0,0,2,0
16,30634374,31032889,Enh394_STX4,0,1,0,0
16,30634374,30585769,Enh394_ZNF785,2,1,8,5
16,46854149,46831180,Enh397_C16orf87,0,0,8,9
16,46854149,46884362,Enh397_GPT2,0,0,7,3
16,46854149,47143945,Enh397_NETO2,0,0,3,1
16,46854149,46689643,Enh397_ORC6,0,0,0,0
16,46854149,46621379,Enh397_SHCBP1,0,0,0,0
16,46854149,46689518,Enh397_VPS35,0,0,0,0
16,46854149,46973674,Enh397_DNAJA2,0,0,3,2
16,46857778,46689643,Enh398_ORC6,1,0,4,0
16,46857778,46689518,Enh398_VPS35,1,0,4,0
16,46857778,47143945,Enh398_NETO2,0,0,3,1
16,46857778,46884362,Enh398_GPT2,0,0,8,4
16,46857778,46831180,Enh398_C16orf87,1,0,3,8
16,46857778,46621379,Enh398_SHCBP1,0,0,0,0
16,46857778,46973674,Enh398_DNAJA2,0,0,3,1
16,56547253,56451521,Enh399_OGFOD1,5,2,1,2
16,56547253,56730118,Enh399_NUP93,4,1,1,2
16,56547253,56989485,Enh399_NLRC5,0,0,1,1
16,56547253,56520087,Enh399_BBS2,0,0,14,1
16,56547253,56425545,Enh399_AMFR,7,2,3,0
16,56547253,56608584,Enh399_MT2A,8,4,3,4
16,56547253,56682470,Enh399_MT1X,10,2,6,1
16,56547253,56932142,Enh399_HERPUD1,3,3,0,0
16,56547253,56452199,Enh399_NUDT21,5,2,1,2
16,56547253,56625475,Enh399_MT1E,1,2,1,2
16,56547822,56730118,Enh400_NUP93,4,1,1,2
16,56547822,56452199,Enh400_NUDT21,5,2,1,2
16,56547822,56451521,Enh400_OGFOD1,5,2,1,2
16,56547822,56682470,Enh400_MT1X,10,2,6,1
16,56547822,56932142,Enh400_HERPUD1,3,3,0,0
16,56547822,56625475,Enh400_MT1E,1,2,1,2
16,56547822,56425545,Enh400_AMFR,7,2,3,0
16,56547822,56520087,Enh400_BBS2,0,0,14,1
16,56547822,56608584,Enh400_MT2A,8,4,3,4
16,56547822,56989485,Enh400_NLRC5,0,0,1,1
16,56558532,56451521,Enh401_OGFOD1,4,1,4,3
16,56558532,56608584,Enh401_MT2A,9,1,4,5
16,56558532,56989485,Enh401_NLRC5,0,0,0,0
16,56558532,56425545,Enh401_AMFR,3,0,2,0
16,56558532,56730118,Enh401_NUP93,4,2,2,1
16,56558532,56682470,Enh401_MT1X,2,2,2,1
16,56558532,56520087,Enh401_BBS2,0,0,7,2
16,56558532,56625475,Enh401_MT1E,2,0,1,2
16,56558532,56932142,Enh401_HERPUD1,2,0,1,0
16,56558532,56452199,Enh401_NUDT21,4,1,4,3
16,56600551,56625475,Enh402_MT1E,4,3,7,3
16,56600551,56452199,Enh402_NUDT21,3,0,6,4
16,56600551,56682470,Enh402_MT1X,5,1,5,5
16,56600551,56608584,Enh402_MT2A,23,12,10,8
16,56600551,57092583,Enh402_CPNE2,0,0,1,0
16,56600551,56451521,Enh402_OGFOD1,3,0,6,4
16,56600551,56932142,Enh402_HERPUD1,1,0,0,0
16,56600551,56989485,Enh402_NLRC5,0,0,0,0
16,56600551,56730118,Enh402_NUP93,1,1,0,2
16,56600551,56425545,Enh402_AMFR,2,2,0,0
16,56600551,56520087,Enh402_BBS2,0,0,13,1
16,57290437,57186116,Enh403_FAM192A,2,1,4,0
16,57290437,57447425,Enh403_COQ9,0,0,2,4
16,57290437,57447420,Enh403_CIAPIN1,0,0,2,4
16,57290437,57610652,Enh403_ADGRG1,0,0,1,0
16,57290437,56932142,Enh403_HERPUD1,5,0,3,3
16,57290437,57245259,Enh403_ARL2BP,4,2,6,0
16,57290437,57735739,Enh403_KATNB1,0,0,0,0
16,57290437,57186137,Enh403_RSPRY1,2,1,4,0
16,57290437,57536571,Enh403_CCDC102A,0,0,2,0
16,57290437,57462660,Enh403_POLR2C,1,0,4,0
16,57290437,57487327,Enh403_DOK4,3,2,0,0
16,57290437,57092583,Enh403_CPNE2,1,0,2,1
16,57290437,56989485,Enh403_NLRC5,0,0,3,2
16,57299579,57186137,Enh404_RSPRY1,4,2,6,3
16,57299579,57186116,Enh404_FAM192A,4,2,6,3
16,57299579,57462660,Enh404_POLR2C,3,0,3,2
16,57299579,57092583,Enh404_CPNE2,0,0,4,2
16,57299579,56989485,Enh404_NLRC5,1,0,2,2
16,57299579,57735739,Enh404_KATNB1,1,1,0,1
16,57299579,57245259,Enh404_ARL2BP,10,4,5,2
16,57299579,56932142,Enh404_HERPUD1,4,2,1,1
16,57299579,57447425,Enh404_COQ9,5,2,5,3
16,57299579,57536571,Enh404_CCDC102A,1,0,1,0
16,57299579,57610652,Enh404_ADGRG1,0,0,4,0
16,57299579,57487327,Enh404_DOK4,6,3,2,2
16,57299579,57447420,Enh404_CIAPIN1,5,2,5,3
16,57300020,57487327,Enh405_DOK4,0,0,2,2
16,57300020,57245259,Enh405_ARL2BP,0,0,5,2
16,57300020,57610652,Enh405_ADGRG1,0,0,4,0
16,57300020,57536571,Enh405_CCDC102A,0,0,1,0
16,57300020,57735739,Enh405_KATNB1,0,0,0,1
16,57300020,57462660,Enh405_POLR2C,0,0,3,2
16,57300020,57447420,Enh405_CIAPIN1,0,0,5,3
16,57300020,57447425,Enh405_COQ9,0,0,5,3
16,57300020,57186116,Enh405_FAM192A,0,0,6,3
16,57300020,56932142,Enh405_HERPUD1,0,0,1,1
16,57300020,56989485,Enh405_NLRC5,0,0,2,2
16,57300020,57092583,Enh405_CPNE2,0,0,4,2
16,57300020,57186137,Enh405_RSPRY1,0,0,6,3
16,57300624,56932142,Enh406_HERPUD1,0,0,1,1
16,57300624,57447425,Enh406_COQ9,0,0,5,3
16,57300624,57462660,Enh406_POLR2C,0,0,3,2
16,57300624,57610652,Enh406_ADGRG1,0,0,4,0
16,57300624,57735739,Enh406_KATNB1,0,0,0,1
16,57300624,57487327,Enh406_DOK4,0,0,2,2
16,57300624,57447420,Enh406_CIAPIN1,0,0,5,3
16,57300624,57245259,Enh406_ARL2BP,0,0,5,2
16,57300624,57186116,Enh406_FAM192A,0,0,6,3
16,57300624,57092583,Enh406_CPNE2,0,0,4,2
16,57300624,57536571,Enh406_CCDC102A,0,0,1,0
16,57300624,56989485,Enh406_NLRC5,0,0,2,2
16,57300624,57186137,Enh406_RSPRY1,0,0,6,3
16,57304379,57447425,Enh407_COQ9,0,0,3,1
16,57304379,56989485,Enh407_NLRC5,0,0,1,0
16,57304379,57092583,Enh407_CPNE2,0,0,3,1
16,57304379,57735739,Enh407_KATNB1,0,0,0,2
16,57304379,57487327,Enh407_DOK4,0,0,1,2
16,57304379,57536571,Enh407_CCDC102A,0,0,2,0
16,57304379,57447420,Enh407_CIAPIN1,0,0,3,1
16,57304379,57462660,Enh407_POLR2C,0,0,6,4
16,57304379,56932142,Enh407_HERPUD1,0,0,1,0
16,57304379,57245259,Enh407_ARL2BP,0,0,3,1
16,57304379,57610652,Enh407_ADGRG1,0,0,2,0
16,57304379,57186116,Enh407_FAM192A,0,0,2,4
16,57304379,57186137,Enh407_RSPRY1,0,0,2,4
16,66190183,66603874,Enh408_CMTM3,0,0,0,0
16,66190183,66552544,Enh408_TK2,0,0,0,0
16,66190183,66552563,Enh408_CKLF,0,0,0,0
16,67014282,67277510,Enh409_PLEKHG4,0,0,1,0
16,67014282,67227103,Enh409_TMEM208,0,0,3,0
16,67014282,67109941,Enh409_C16orf70,0,2,2,3
16,67014282,67170154,Enh409_NOL3,0,0,5,3
16,67014282,66696707,Enh409_CMTM4,0,0,0,0
16,67014282,66925536,Enh409_RRAD,0,0,2,0
16,67014282,66878589,Enh409_PDP2,0,0,0,1
16,67014282,66873256,Enh409_NAE1,0,0,0,0
16,67014282,67227048,Enh409_LRRC29,0,0,3,0
16,67014282,66552563,Enh409_CKLF,0,0,0,0
16,67014282,66603874,Enh409_CMTM3,0,0,0,0
16,67014282,66552544,Enh409_TK2,0,0,0,0
16,67014282,66934444,Enh409_CES2,0,1,3,0
16,67014282,66751609,Enh409_DYNC1LI2,0,0,1,0
16,67014282,67159909,Enh409_TRADD,0,0,6,3
16,67014282,66720897,Enh409_AC018557.1,0,0,0,0
16,67014282,67416833,Enh409_ZDHHC1,0,0,1,2
16,67014282,67481314,Enh409_AC009061.2,0,0,1,0
16,67014282,67028984,Enh409_CBFB,0,0,11,9
16,67014282,66934423,Enh409_CIAO2B,0,1,3,0
16,67014282,67159932,Enh409_FBXL8,0,0,6,3
16,67014282,67150998,Enh409_B3GNT9,1,0,7,4
16,67014282,67247481,Enh409_FHOD1,0,0,1,1
16,67014282,67192155,Enh409_E2F4,0,0,3,1
16,67014282,67481181,Enh409_ATP6V0D1,0,0,1,0
16,67014282,67184040,Enh409_KIAA0895L,0,0,7,4
16,69417797,69424525,Enh410_CYB5B,2,0,20,28
16,69417797,69565094,Enh410_NFAT5,0,0,6,7
16,69417797,69408571,Enh410_TERF2,0,0,7,7
16,69417797,69726668,Enh410_NQO1,2,0,3,0
16,69417797,69187129,Enh410_SNTB2,0,0,1,0
16,69417797,69339667,Enh410_COG8,4,1,1,2
16,69417797,69709874,Enh410_AC092115.2,3,0,1,2
16,69417797,69311350,Enh410_VPS4A,0,0,3,2
16,69417797,69754926,Enh410_NOB1,2,1,0,2
16,69417797,69105653,Enh410_HAS3,1,1,1,0
16,69417797,69337996,Enh410_NIP7,4,1,1,2
16,69417797,69131291,Enh410_UTP4,2,0,3,0
16,69417797,69762306,Enh410_WWP2,3,1,4,0
16,69482191,69762306,Enh411_WWP2,3,1,4,1
16,69482191,69337996,Enh411_NIP7,1,1,0,0
16,69482191,69424525,Enh411_CYB5B,0,0,8,6
16,69482191,69105653,Enh411_HAS3,0,0,1,0
16,69482191,69339667,Enh411_COG8,1,1,0,0
16,69482191,69408571,Enh411_TERF2,0,0,8,3
16,69482191,69754926,Enh411_NOB1,5,2,1,2
16,69482191,69131291,Enh411_UTP4,1,1,0,0
16,69482191,69565094,Enh411_NFAT5,1,0,7,4
16,69482191,69187129,Enh411_SNTB2,0,0,2,0
16,69482191,69311350,Enh411_VPS4A,0,0,1,0
16,69482191,69726668,Enh411_NQO1,1,0,2,2
16,69482191,69709874,Enh411_AC092115.2,1,2,2,1
16,69482700,69339667,Enh412_COG8,1,1,0,0
16,69482700,69187129,Enh412_SNTB2,0,0,2,0
16,69482700,69337996,Enh412_NIP7,1,1,0,0
16,69482700,69709874,Enh412_AC092115.2,1,2,2,1
16,69482700,69311350,Enh412_VPS4A,0,0,1,0
16,69482700,69754926,Enh412_NOB1,5,2,1,2
16,69482700,69424525,Enh412_CYB5B,0,0,8,6
16,69482700,69762306,Enh412_WWP2,3,1,4,1
16,69482700,69565094,Enh412_NFAT5,1,0,7,4
16,69482700,69131291,Enh412_UTP4,1,1,0,0
16,69482700,69408571,Enh412_TERF2,0,0,8,3
16,69482700,69726668,Enh412_NQO1,1,0,2,2
16,69482700,69105653,Enh412_HAS3,0,0,1,0
16,72198248,71895336,Enh413_ZNF821,0,0,0,0
16,72198248,71845976,Enh413_ATXN1L,2,1,0,0
16,72198248,72008588,Enh413_DHODH,0,0,1,0
16,72198248,72665123,Enh413_AC004943.2,2,2,1,2
16,72198248,71809201,Enh413_AP1G1,1,1,0,0
16,72198248,71845996,Enh413_IST1,2,1,0,0
16,72198248,72093613,Enh413_DHX38,0,0,0,2
16,72198248,71724701,Enh413_PHLPP2,0,0,0,0
16,72198248,72094431,Enh413_TXNL4B,0,0,0,2
16,81730594,81314966,Enh414_GAN,6,1,0,2
16,81730594,81739097,Enh414_PLCG2,56,22,4,6
16,81730594,82170224,Enh414_MPHOSPH6,0,0,0,0
16,81730594,81445170,Enh414_CMIP,0,0,4,2
17,2580813,2511891,Enh418_METTL16,0,0,2,2
17,2580813,2303785,Enh418_SMG6,0,0,0,3
17,2580813,2755705,Enh418_RAP1GAP2,0,0,4,1
17,2580813,2337507,Enh418_TSR1,3,0,1,1
17,2580813,2303383,Enh418_SRR,0,0,0,3
17,2580813,2593210,Enh418_PAFAH1B1,13,2,12,4
17,2580813,2337498,Enh418_SGSM2,3,0,1,1
17,2580813,2401104,Enh418_MNT,2,1,2,0
17,2580813,2712663,Enh418_CLUH,4,0,2,1
17,3048980,2593210,Enh422_PAFAH1B1,0,0,0,0
17,3048980,2712663,Enh422_CLUH,0,0,0,0
17,3048980,2755705,Enh422_RAP1GAP2,0,0,1,0
17,6752674,7012417,Enh443_RNASEK,0,0,2,2
17,6752674,7251416,Enh443_ELP5,0,1,0,0
17,6752674,7012530,Enh443_ALOX12-AS1,0,0,2,2
17,6752674,6640985,Enh443_TXNDC17,0,0,0,1
17,6752674,7239722,Enh443_PHF23,0,0,0,0
17,6752674,7217125,Enh443_ACADVL,0,0,2,0
17,6752674,7234517,Enh443_DVL2,0,0,0,0
17,6752674,7252491,Enh443_CTDNEP1,0,1,0,1
17,6752674,7014495,Enh443_C17orf49,0,0,2,2
17,6752674,7242449,Enh443_GABARAP,0,2,1,0
17,6752674,6651634,Enh443_MED31,1,1,1,4
17,6752674,6640711,Enh443_KIAA0753,0,0,0,1
17,6752674,7219841,Enh443_DLG4,0,0,2,0
17,29212804,29294148,Enh419_NUFIP2,8,3,5,1
17,29212804,29180412,Enh419_MYO18A,7,1,9,1
17,29212804,28951771,Enh419_PHF12,2,1,0,1
17,29212804,28727935,Enh419_TLCD1,3,0,1,0
17,29212804,28718429,Enh419_RAB34,1,3,1,0
17,29212804,28855232,Enh419_FAM222B,1,0,0,2
17,29212804,28897733,Enh419_FLOT2,1,0,1,1
17,29212804,29589769,Enh419_ANKRD13B,0,0,1,0
17,29212804,28855010,Enh419_ERAL1,1,0,0,2
17,29212804,29622907,Enh419_CORO6,1,0,1,0
17,29212804,28744005,Enh419_TRAF4,2,0,0,0
17,29212804,28725897,Enh419_NEK8,3,0,1,0
17,29212804,28719985,Enh419_RPL23A,1,3,1,0
17,29212804,29567037,Enh419_ABHD15,2,1,1,2
17,29212804,29566052,Enh419_TP53I13,2,1,1,2
17,29212804,29594054,Enh419_GIT1,1,2,1,1
17,29212804,29390464,Enh419_TAOK1,0,0,1,0
17,29241139,28744005,Enh420_TRAF4,0,0,1,0
17,29241139,29566052,Enh420_TP53I13,0,0,3,0
17,29241139,29589769,Enh420_ANKRD13B,0,0,0,2
17,29241139,29390464,Enh420_TAOK1,0,0,2,2
17,29241139,28855010,Enh420_ERAL1,0,0,1,0
17,29241139,28897733,Enh420_FLOT2,0,0,1,0
17,29241139,29594054,Enh420_GIT1,0,0,0,0
17,29241139,28855232,Enh420_FAM222B,0,0,1,0
17,29241139,28951771,Enh420_PHF12,0,0,0,0
17,29241139,29622907,Enh420_CORO6,0,0,0,0
17,29241139,29294148,Enh420_NUFIP2,0,0,3,2
17,29241139,29180412,Enh420_MYO18A,0,0,5,3
17,29241139,29567037,Enh420_ABHD15,0,0,3,0
17,30340545,30831966,Enh421_ATAD5,1,0,3,1
17,30340545,30378927,Enh421_CPD,7,4,6,7
17,30340545,29929200,Enh421_EFCAB5,0,0,1,0
17,30340545,30292056,Enh421_BLMH,9,3,2,3
17,30340545,30236002,Enh421_SLC6A4,3,2,2,2
17,30340545,30477362,Enh421_GOSR1,6,3,6,3
17,30340545,30824692,Enh421_CRLF3,0,0,0,1
17,30340545,30576464,Enh421_AC005562.1,3,0,3,0
17,30340545,29930276,Enh421_SSH2,2,3,1,0
17,30340545,30115521,Enh421_NSRP1,6,0,1,1
17,31549984,31094927,Enh423_NF1,0,0,0,0
17,31549984,31937007,Enh423_SUZ12,0,0,1,4
17,31549984,32007872,Enh423_LRRC37B,0,0,3,2
17,31549984,31901708,Enh423_UTP6,0,0,1,2
17,31549984,31859291,Enh423_COPRS,0,0,2,2
17,31696410,32142454,Enh424_RHOT1,2,1,1,0
17,31696410,32007872,Enh424_LRRC37B,1,0,0,1
17,31696410,31859291,Enh424_COPRS,10,3,2,0
17,31696410,31901708,Enh424_UTP6,0,0,0,1
17,31696410,31937007,Enh424_SUZ12,2,0,1,1
17,31842731,31937007,Enh425_SUZ12,0,0,0,0
17,31842731,32142454,Enh425_RHOT1,0,0,2,1
17,31842731,32007872,Enh425_LRRC37B,0,0,0,0
17,31842731,31859291,Enh425_COPRS,0,0,4,2
17,31842731,31901708,Enh425_UTP6,0,0,1,0
17,31843241,31901708,Enh426_UTP6,0,0,5,2
17,31843241,31937007,Enh426_SUZ12,0,0,2,1
17,31843241,32007872,Enh426_LRRC37B,0,0,2,1
17,31843241,32142454,Enh426_RHOT1,0,0,1,1
17,31843241,31859291,Enh426_COPRS,0,0,11,2
17,34252796,34255218,Enh427_CCL2,34,17,25,15
17,38867710,38730341,Enh428_CISD3,0,0,1,0
17,38867710,38925168,Enh428_LINC00672,0,0,5,8
17,38867710,38825355,Enh428_CWC25,1,0,8,5
17,38867710,38419280,Enh428_ARHGAP23,0,0,1,0
17,38867710,38800126,Enh428_PIP4K2B,0,0,4,3
17,38867710,38705273,Enh428_MLLT6,0,0,3,0
17,38867710,38869859,Enh428_LASP1,0,64,24,22
17,38867710,38452444,Enh428_AC244153.1,0,0,1,0
17,38867710,39197703,Enh428_CACNB1,0,0,2,1
17,38867710,38749817,Enh428_PCGF2,0,0,5,1
17,38867710,38752741,Enh428_PSMB3,0,0,5,1
17,38867710,38853764,Enh428_RPL23,0,0,14,12
17,38867710,39200283,Enh428_RPL19,0,0,2,0
17,39573802,40061215,Enh429_MED24,0,0,1,0
17,39573802,39451272,Enh429_MED1,0,1,5,2
17,39573802,39402523,Enh429_FBXL20,0,0,2,0
17,39573802,39927601,Enh429_ORMDL3,1,1,2,1
17,39573802,40058290,Enh429_THRA,2,1,0,0
17,39573802,39197703,Enh429_CACNB1,1,1,0,0
17,39573802,39461486,Enh429_CDK12,5,2,1,1
17,39573802,39687914,Enh429_ERBB2,3,0,1,1
17,39573802,39637090,Enh429_STARD3,5,2,1,2
17,39573802,39980807,Enh429_PSMD3,3,0,0,0
17,39573802,39200283,Enh429_RPL19,0,0,1,0
17,39573802,39730532,Enh429_MIEN1,0,0,1,0
17,39573802,39696797,Enh429_PGAP3,4,2,1,0
17,39754310,40058290,Enh430_THRA,0,0,1,0
17,39754310,39637090,Enh430_STARD3,1,0,3,3
17,39754310,39451272,Enh430_MED1,0,1,2,0
17,39754310,39730532,Enh430_MIEN1,0,0,3,4
17,39754310,39927601,Enh430_ORMDL3,0,0,2,4
17,39754310,40061215,Enh430_MED24,0,0,2,2
17,39754310,40140318,Enh430_CASC3,0,0,0,0
17,39754310,39696797,Enh430_PGAP3,1,0,5,2
17,39754310,39461486,Enh430_CDK12,0,1,2,2
17,39754310,39687914,Enh430_ERBB2,1,0,3,0
17,39754310,40100589,Enh430_NR1D1,0,0,1,0
17,39754310,40121971,Enh430_MSL1,0,0,1,0
17,39754310,39402523,Enh430_FBXL20,0,0,2,0
17,39754310,39980807,Enh430_PSMD3,0,0,0,0
17,39754310,40219304,Enh430_WIPF2,0,0,0,0
17,47240172,47167723,Enh431_AC002558.3,3,1,2,0
17,47240172,47323290,Enh431_EFCAB13,4,0,1,2
17,47240172,47100323,Enh431_AC005670.3,0,0,0,0
17,47240172,46923075,Enh431_GOSR2,0,1,0,0
17,47240172,47522942,Enh431_NPEPPS,1,0,1,0
17,47240172,47694081,Enh431_TBKBP1,0,0,1,0
17,47240172,47189422,Enh431_CDC27,2,1,1,0
17,47240172,47649476,Enh431_KPNB1,4,1,1,1
17,47687902,48038030,Enh432_COPZ2,0,0,4,0
17,47687902,47941506,Enh432_PNPO,1,0,1,1
17,47687902,47896150,Enh432_SP2,1,0,1,2
17,47687902,47189422,Enh432_CDC27,1,1,2,1
17,47687902,48103357,Enh432_SNX11,0,0,2,0
17,47687902,47841289,Enh432_SCRN2,0,0,5,1
17,47687902,47967810,Enh432_CDK5RAP3,0,0,0,0
17,47687902,48048329,Enh432_NFE2L1,0,0,1,0
17,47687902,47649476,Enh432_KPNB1,1,0,4,7
17,47687902,47694081,Enh432_TBKBP1,1,0,16,19
17,47687902,47522942,Enh432_NPEPPS,2,0,3,1
17,47687902,47831541,Enh432_MRPL10,0,0,1,2
17,47687902,48101478,Enh432_CBX1,0,0,0,0
17,47687902,47895812,Enh432_AC018521.5,1,0,1,2
17,47687902,47323290,Enh432_EFCAB13,1,1,1,1
17,47687902,47821834,Enh432_OSBPL7,1,1,3,1
17,48002715,47896150,Enh433_SP2,5,0,1,1
17,48002715,48101478,Enh433_CBX1,0,0,0,2
17,48002715,48103357,Enh433_SNX11,0,0,1,0
17,48002715,47694081,Enh433_TBKBP1,0,0,0,0
17,48002715,47967810,Enh433_CDK5RAP3,0,0,7,4
17,48002715,48038030,Enh433_COPZ2,0,0,2,4
17,48002715,47522942,Enh433_NPEPPS,1,0,0,0
17,48002715,47831541,Enh433_MRPL10,0,0,1,0
17,48002715,48048329,Enh433_NFE2L1,1,0,1,1
17,48002715,47841289,Enh433_SCRN2,0,0,2,1
17,48002715,47895812,Enh433_AC018521.5,5,0,1,1
17,48002715,47941506,Enh433_PNPO,3,5,4,4
17,48002715,47821834,Enh433_OSBPL7,0,1,0,0
17,48002715,47649476,Enh433_KPNB1,0,1,0,1
17,48012389,47841289,Enh434_SCRN2,0,0,2,1
